textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold
Assalamu&#39;alaikum Warahmatullahi Wabarokatuh,@radytpratama4783,1,2024-06-29 23:48:45,assalamu alaikum warahmatullahi wabarokatuh,neutral
"SUMPAHH PADA PINTER PINTER BANGET, PADA MAKAN APAAN SIH??😭😭",@PutriMarsita,0,2024-06-30 01:49:22,sumpahh pada pinter pinter banget pada makan apaan sih,positive
KERENNN BGT BGT BGT BGT BGTTTT,@jhelseaweed,0,2024-06-30 01:23:23,kerenn banget banget banget banget bgtt,positive
"Gokilll, keren bgt adik2 ini!!",@lian6432,0,2024-06-30 08:10:00,gokill keren banget adik ini,positive
Wowww,@musfirafebrianti,0,2024-06-30 04:43:06,woww,positive
SUMPAHHH KEREN KEREN SEMUAA 😭😭 kalian makan nya apa sih ? 😭😭,@binbunny1205_,0,2024-06-30 01:41:02,sumpahh keren keren semuaa kalian makan nya apa sih,positive
Tontonan yang luar biasa berkualitas,@musliany742,1,2024-06-29 15:01:51,tontonan yang luar biasa berkualitas,positive
setelah saya menonton video ini kenapa mahasiswa kampus indonesia tidak ada yang juara..memang sehebat itu kampus diluar negeri sehingga hina bgt melanjutkan kampus di indonesia..coba raykat indonesia yang nonton ini juga..apakah ini settingan atau real..?,@hanggidhonesqi7934,0,2024-07-07 15:02:24,setelah saya menonton video ini kenapa mahasiswa kampus indonesia tidak ada yang juara memang sehebat itu kampus diluar negeri sehingga hina banget melanjutkan kampus di indonesia coba raykat indonesia yang nonton ini juga apakah ini settingan atau real,negative
Alfie mirip banget sama selebgram korea yg nikah sama orang indo om kim siapa y lupa namanya 🤔,@Aninda2910,0,2024-07-01 14:37:49,alfie mirip banget sama selebgram korea yang nikah sama orang indo om kim siapa y lupa namanya,neutral
MERINDING TERUS SAMPAI AKHIR🔥,@diegosimatupang9536,0,2024-06-30 01:12:10,merinding terus sampai akhir,positive
Ya Allah nonton ini sambil solawatan. Pinter pinter bgt demi allah,@nianoegraha7095,0,2024-07-11 10:14:40,ya allah nonton ini sambil solawatan pinter pinter banget demi allah,positive
Lesgoooo,@Rapoii-kp4ce,0,2024-06-29 11:57:37,lesgoo,negative
Maxwell maximal well,@pelantapipasti360,0,2024-06-30 04:06:06,maxwell maximal well,neutral
Sayang banget malah penjelasannya dipercepat,@deluluck,0,2024-06-30 06:19:36,sayang banget malah penjelasannya dipercepat,negative
Orangorang kok sekeren itu yaa,@lilinchanell,0,2024-07-02 11:03:49,orangorang kok sekeren itu yaa,positive
Mereka yg ngerjain soall ...aku yang deg deg an,@nfor_naura,0,2024-06-30 16:49:02,mereka yang ngerjain soall aku yang deg deg an,negative
Admin..... Minta file soalnya dong yg ronde pertama.... Tk pakai buat pembelajaran anak murid saya<br>Makasiihh sebelumnya 🙏🙏🙏,@theloelchannel3609,0,2024-06-29 20:52:58,admin minta file soalnya dong yang ronde pertama tk pakai buat pembelajaran anak murid sayamakasiihh sebelumnya,neutral
SUMPAH KERENNN2 BANGETTTTT❤❤,@nini4882,1,2024-07-06 08:12:10,sumpah kerenn bangett,positive
Pintar banget dari kaka gw.,@EvieHaryani-o6q,0,2024-08-08 15:17:19,pintar banget dari kaka gw,positive
ayo perbanyak acara yang berkualitas gini,@trisnasari4891,0,2024-06-30 11:53:37,ayo perbanyak acara yang berkualitas gini,positive
SUMPAH KERENN BANGETTTT WOYYY MOTIVASI BANGET🤩,@najwanaila8931,0,2024-06-30 03:33:34,sumpah kerenn bangett woyy motivasi banget,positive
HANIFFFFF,@yumesuzuceia,0,2024-06-29 11:56:52,haniff,positive
Admin masukannn<br>Jgn kebanyakan isi wawancaranya. Biar lebih greget liat merekanyaa wkt lg berprores,@SilaGeandri11,0,2024-06-29 13:40:39,admin masukannjgn kebanyakan isi wawancaranya biar lebih greget liat merekanyaa wkt lagi berprores,negative
Respect buat yang sendirian ngewakilin kampusnya ✨,@Prem-i1z,1,2024-06-30 10:38:25,respect buat yang sendirian ngewakilin kampusnya,positive
Kok lama bet ya gitu doang,@risk_6380,0,2024-06-30 10:18:13,kok lama bet ya gitu saja,negative
Yg terakhir lycaa bilang takut dirujak netijen 😢 tolong ya netijen yg ke eliminasi jgn dirujak mereka itu jenius2 dibanding kita2 ketimbang nonton doang ama komen jadi gausa galak2 apalagi julid 😂 nikmatin aja,@Masakdenganairin,554,2024-06-30 08:57:23,yang terakhir lycaa bilang takut dirujak netijen tolong ya netijen yang ke eliminasi jgn dirujak mereka itu jenius dibanding kita ketimbang nonton saja ama komen jadi gausa galak apalagi julid nikmatin saja,negative
"Duh,gw sekolah kayaaknya cmn saampai di depan pagar",@dini_9974,2,2024-06-30 01:30:44,duh gw sekolah kayaaknya cmn saampai di depan pagar,negative
Jam berapa sih,@raehana010187,0,2024-06-29 10:43:05,jam berapa sih,neutral
"Tontonan yang berkualitas. Indo harus banyak tontonan game-game belajar gini. edukatif dan seru, bisa jadi motivasi anak&quot; buat belajar. Congrats acaranya Ruangguru",@lulukn.k54,0,2024-06-30 04:48:21,tontonan yang berkualitas indo harus banyak tontonan game game belajar gini edukatif dan seru bisa jadi motivasi anak quot buat belajar congrats acaranya ruangguru,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1585"">26:25</a> HOREEE KAK NAUFAL AKHIRNYAAA 😭🎉🎉🎉",@markhyuckkk,0,2024-06-30 01:46:13,a href horee kak naufal akhirnyaa,positive
Bingung deh sama konsep grup nya??? Kok ada yg banyak bgt per univ ada juga yg individu.. seharusnya klo emg team pilih lah 4 org dari masing-masing universitas..,@nadilanoorsyahadah4406,1,2024-06-29 22:50:08,bingung deh sama konsep grup nya kok ada yang banyak banget per univ ada juga yang individu seharusnya kalau emg team pilih lah orang dari masing masing universitas,negative
Keren bgt 🎉,@IdharSaharaNW,0,2024-07-12 01:06:59,keren banget,positive
gokill,@putrrieeew,0,2024-07-06 04:39:21,gokill,positive
Can we have English subs please 🥺,@igotpushed_,1,2024-12-05 04:32:57,can we have english subs please,neutral
Kegampangan🤣🤣🤣<br>Nunggu lolos g nya yg blg gampang tuh🤣🤣,@widodoaji7930,0,2024-09-16 14:14:01,kegampangan nunggu lolos g nya yang blg gampang tuh,negative
nonton ini berasa jd org pinter😢,@SherinaShervina,0,2024-07-10 08:21:52,nonton ini berasa jd orang pinter,positive
&quot;Takut di hujat netizen&quot;,@arrahmanalshidiq5067,2,2024-06-29 13:59:16,quot takut di hujat netizen quot,negative
"yesaya pede bgt, jadi keliatan sombongnya",@ramadhanvidy4597,0,2024-06-29 14:19:45,yesaya pede bgt jadi keliatan sombongnya,negative
Rewatch again....24 MARET 2025❤🎉,@Adhika.21,0,2025-03-24 06:35:30,rewatch again maret,neutral
Maxwell emang max well sih,@arinilhidayahbur2366,0,2024-06-29 17:14:39,maxwell emang max well sih,positive
I want to download these videos with English subtitles ahhh...how it&#39;s possible???,@rizwanashaik2552,0,2024-08-02 17:07:07,i want to download these videos with english subtitles ahh how it s possible,neutral
Bismillah nular pinternya,@wafiqazizah4384,1,2024-07-02 13:09:50,bismillah nular pinternya,positive
"adek-adek yg gak lolos, ini cuman lomba, pasti ada yg kalah jika ada yg menang.<br><br>kalian keren kok! tetep slaaaaayyyyyy...",@ayuwina5300,1,2024-06-30 13:35:58,adek adek yang tidak lolos ini cuman lomba pasti ada yang kalah jika ada yang menang kalian keren kok tetep slaayy,negative
"Keren, Semoga Indonesia bisa perbanyak games cerdas cermat yang inovatif kedepannya.",@moneggs10,0,2024-07-10 15:56:42,keren semoga indonesia bisa perbanyak games cerdas cermat yang inovatif kedepannya,positive
masyaAllah🥺 suka banget ada acara yg kayak gini,@temmykhairunissa4962,0,2024-06-30 06:23:33,masyaallah suka banget ada acara yang seperti gini,positive
"Ronde pertama, itung dulu angka 1-9 ada berapa... Terus semua di kali, terus di tambah... Gitu gak sih",@Kara_Amel,0,2024-06-29 15:27:36,ronde pertama itung dulu angka ada berapa terus semua di kali terus di tambah gitu tidak sih,neutral
"Baru kelar nonton, ih seru juga ya ternyata konsepnya individual terus udah pada mental juara semua, kalo lolos disambut semua gak peduli lu darimana",@dj-lj2fk,28,2024-06-29 13:31:55,baru kelar nonton ih seru juga ya ternyata konsepnya individual terus sudah pada mental juara semua kalau lolos disambut semua tidak peduli lu darimana,positive
"DUH PLS INDONESIA BANYAKIN ACARA KYK GINI KEK, BOSEN BERITA ISINYA GOSIP MULU",@dh1la,0,2024-06-29 13:54:51,duh pls indonesia banyakin acara seperti gini kek bosen berita isinya gosip mulu,negative
yeyasa 😂,@andremrainz,0,2024-07-08 04:01:02,yeyasa,neutral
Ala ala university war korea yah .. <br>Kereeenn .. Lanjutkan acara yg begini begini nih 👍,@noviarizkiyoutube123,0,2024-06-30 07:13:17,ala ala university war korea yah kereenn lanjutkan acara yang begini begini nih,positive
Lanjutan ny mana ini???g ada part 2?,@Arfzrki,0,2024-06-30 03:47:42,lanjutan ny mana ini g ada part,neutral
klo gua ikut kek ny gua bengong doang wkwkwkw,@urbbynaee,0,2024-07-03 15:11:01,kalau gua ikut kek ny gua bengong saja wkwkwkw,positive
Nonton kaya gini tuh jiwa ambisnya menyalaaaaaa sayankkkk arghhhh hahaha pedahal gue ngerasa ga pinter si tapi kalo kaya gini tuh bener bener kaya gregetttt mau ikut juga😭🤣   Jujur terharu banget dan merinding si liat orang pinter tuhhhh semoga nanti anak gue rakasya kalo udh besar punya banyak prestasi kaya mereka juga❤❤❤,@noviyantiyhuhanida2172,0,2024-07-13 14:31:31,nonton kaya gini tuh jiwa ambisnya menyalaa sayankk arghh hahaha pedahal gue ngerasa tidak pinter si tapi kalau kaya gini tuh bener bener kaya gregett mau ikut juga jujur terharu banget dan merinding si liat orang pinter tuhh semoga nanti anak gue rakasya kalau sudah besar punya banyak prestasi kaya mereka juga,positive
KEREN BANGETTT GILLSSSSSS😭😭🏆🏆🏆🏆,@elsyaanindya5047,0,2024-07-01 17:12:29,keren bangett gillss,positive
LANJUTTT,@yeremiaprasetya7184,0,2024-06-30 03:23:39,lanjutt,neutral
keren banget,@saalisaa,0,2024-07-12 04:28:45,keren banget,positive
Love bgt,@fauziani1727,0,2024-06-30 11:06:40,love banget,positive
keren banget adik adik semua!!,@xixi521,0,2024-06-30 09:14:02,keren banget adik adik semua,positive
Jd ini mah pertarungan individu ya bukan univ,@jungqun8772,0,2024-06-30 00:03:30,jd ini mah pertarungan individu ya bukan univ,neutral
KEREN BANGEETTTTT,@eldayanuar6141,0,2024-07-09 11:09:16,keren bangeett,positive
"Sebenarnya soalnya biasa aja IPK gua aja 3,9 gak di undang wkwkwkwk",@AquAdes-fn7uu,0,2024-06-30 18:07:09,sebenarnya soalnya biasa saja ipk gua saja tidak di undang wkwkwkwk,negative
Lycaa lucu banget pliss❤❤,@Keyvanaaaaa,0,2024-07-04 03:04:10,lycaa lucu banget pliss,positive
Tayangan favorit! Sukses untuk seluruh mahasiswa.,@sitihodijah8685,0,2024-06-30 10:30:20,tayangan favorit sukses untuk seluruh mahasiswa,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=647"">10:47</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=916"">15:16</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1343"">22:23</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1626"">27:06</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2048"">34:08</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2268"">37:48</a>",@kitty_cathy,0,2024-07-12 13:22:55,a href href href href href href,neutral
JAGOANKU MAXWELL AND SHAKIRAAA 🥳🥳🥳🥳🥳🥳🥳🥳🥳,@namusic6614,0,2024-06-29 14:35:52,jagoanku maxwell and shakiraa,positive
keren sie kalian semua,@noviavrina7213,0,2024-06-30 03:04:58,keren sie kalian semua,positive
Content seperti ini seharusnya! . semangat untuk ruang guru.,@m.y.saepulloh4264,0,2024-06-30 10:26:02,content seperti ini seharusnya semangat untuk ruang guru,positive
Semangat kak ibnu❤,@ainunjahariah3129,0,2024-07-05 14:10:46,semangat kak ibnu,positive
mantap🔥🔥🔥🔥🔥,@zfosix,0,2024-06-29 14:28:09,mantap,positive
"Z berharap semoga pemenang dari universitas war korea yaitu SNU university ada hyunbin, dohyun, hyunseok, n hyunmin bisa hadir di university war indonesia pasti lebih keren acarax klw mereka yg diundang.",@reskifatmala2555,0,2024-06-30 08:54:57,z berharap semoga pemenang dari universitas war korea yaitu snu university ada hyunbin dohyun hyunseok n hyunmin bisa hadir di university war indonesia pasti lebih keren acarax kalau mereka yang diundang,positive
Ada berapa universitas kaka,@RahmaYuni-pk3in,0,2024-07-13 07:38:57,ada berapa universitas kaka,neutral
Ditunggu nih ui kapan kkn di papua wkwk,@royanalfarizi6878,0,2024-07-30 15:53:04,ditunggu nih ui kapan kkn di papua wkwk,neutral
Bisa gak yg mereka bahas cara gimana menyelesaikan tesnya?,@Man1KonaweOfficial,0,2024-06-30 02:35:57,bisa tidak yang mereka bahas cara bagaimana menyelesaikan tesnya,neutral
Serius acara kek gini ga trending?,@nandapuspitaningsih6004,0,2024-06-30 00:43:16,serius acara kek gini tidak trending,negative
Sumpah nangis gua liat orang dari prodi dan PTN impian gua ikut Clash of the Champion😭,@warrs8611,2,2024-06-29 14:01:39,sumpah nangis gua liat orang dari prodi dan ptn impian gua ikut clash of the champion,positive
BUSET PECAH KERENNNNN PARAH,@kafilahmad4963,1,2024-07-02 15:20:39,buset pecah kerenn parah,negative
"Akhirnya tayang juga, gabakal gue skip2 min iklannya",@fransiscoopranium,0,2024-06-29 14:47:41,akhirnya tayang juga gabakal gue skip min iklannya,positive
Ini acara yang terinspirasi dari university war bukan sih? Kece coyyy,@aqshalrizal8711,0,2024-07-01 22:09:38,ini acara yang terinspirasi dari university war bukan sih kece coyy,neutral
adain ditv makin seruu ini woi,@tegarvivo863,1,2024-06-30 08:52:27,adain ditv makin seruu ini woi,positive
"Mau nangis terharu liat anak2 pintar indonesia, terimakasih ruang guru sudah mengadakan acara yang sangat mendidik seperti ini, walaupun dulu aku tidak sepintar mereka tapi aku terharu dan bangga 🥹😭🫶🏻",@nurulchintyadeswita47,1,2024-07-14 13:25:58,mau nangis terharu liat anak pintar indonesia terimakasih ruang guru sudah mengadakan acara yang sangat mendidik seperti ini walaupun dulu aku tidak sepintar mereka tapi aku terharu dan bangga,positive
ranking 1 versi elit,@ebycute4130,0,2024-07-01 04:28:38,ranking versi elit,negative
Seruuu ya liat orang orang pinterrr 😂,@madewidnyana6623,0,2024-07-05 13:43:20,seruu ya liat orang orang pinterr,positive
maxwell LUCUUUU BGT PLS WKWKWKW siapa sangka sangat medok bliao ini yh,@anissszzz,0,2024-07-01 06:13:13,maxwell lucuu banget pls wkwkwkw siapa sangka sangat medok bliao ini yh,negative
Kenapa ga dari dulu ya ada konsep game show begini di Indonesia. Seru parah 🔥,@irfanbinrusdi,1,2024-06-29 18:47:52,kenapa tidak dari dulu ya ada konsep game show begini di indonesia seru parah,positive
"HUHU AKU IRII😭😭<br>GIMANA YA BISA SEPINTAR MEREKAAA, AAA MAU JUGA JADI MABA UGM TAHUN INI😢",@Tulus95,0,2024-06-30 12:15:31,huhu aku irii gimana ya bisa sepintar merekaa aa mau juga jadi maba ugm tahun ini,neutral
Tontonan yang sangat keren di musim liburan ini.... <br><br>Tolong perbanyak acara seperti ini,@imv6332,1,2024-06-30 16:00:17,tontonan yang sangat keren di musim liburan ini tolong perbanyak acara seperti ini,positive
"Kita yang nonton adja ikutan nangis liat adek-adek yang gak lolos babak berikutnya.....Semangat, anda belum beruntung adja, kalian semua adalah orang-orang hebat dan gak perlu merasa malu....Terima kasih ruang guru, saya selaku pendidik akhirnya memperoleh IDE untuk pembelajaran kepada Peserta Didik disekolah dengan adanya acara seperti ini....👍",@cahyaalim2460,216,2024-07-02 08:28:16,kita yang nonton adja ikutan nangis liat adek adek yang tidak lolos babak berikutnya semangat anda belum beruntung adja kalian semua adalah orang orang hebat dan tidak perlu merasa malu terima kasih ruang guru saya selaku pendidik akhirnya memperoleh ide untuk pembelajaran kepada peserta didik disekolah dengan adanya acara seperti ini,positive
Kangen bangettt 😢😢😢,@Nanoes-u4l,0,2024-12-07 16:41:34,kangen bangett,negative
Keren bangettttt,@vinyanadyaoctaviana658,0,2024-07-02 04:34:58,keren bangett,positive
Gua yg nonton otak gua kaya nyuruh nyerah asli sebanyak itu hitungan manual dan sesusah itu gak semua org bisa ngerjain dan perhitungannya benar .. KALIAN SEMUA HEBAT ..👏👏👏<br>buat yg gak lolos KALIAN TETEP HEBAT 👏👏 karna buat lolos untuk acara ini aja gak gampang .. tetep semangat ya kalian ❤❤,@ArafatyShofia91,20,2024-06-30 11:00:07,gua yang nonton otak gua kaya nyuruh nyerah asli sebanyak itu hitungan manual dan sesusah itu tidak semua orang bisa ngerjain dan perhitungannya benar kalian semua hebat buat yang tidak lolos kalian tetep hebat karena buat lolos untuk acara ini saja tidak gampang tetep semangat ya kalian,positive
Gokil gw suka yang ini ruang guru the best,@putrirahayu990,0,2024-07-03 06:56:49,gokil gw suka yang ini ruang guru the best,positive
Seruuuuuuuuuu,@nadivamaharani0306,0,2024-06-30 15:57:36,seruu,positive
UNDIPPP 🔥🔥🔥,@addinfadhilahputri,1,2024-07-01 11:06:57,undipp,neutral
"Masih bagus juga acara hafidz quran, lebih bermanfaat ilmu nya dapet pahala juga dapet, dari pada ngitung&quot; gini buat apa coba 😂😂",@BintangMorgan,0,2024-07-02 07:44:36,masih bagus juga acara hafidz quran lebih bermanfaat ilmu nya dapet pahala juga dapet dari pada ngitung quot gini buat apa coba,neutral
Loba iklanna gusti nu agung.. 😂 jd lg tegang teh jd buyar😅😂,@nununurjanah-wi6mk,0,2024-07-01 14:16:40,loba iklanna gusti nu agung jd lagi tegang teh jd buyar,negative
Keren acaranya,@MegaYani-tc7hn,0,2024-06-30 01:50:23,keren acaranya,positive
di babak pertama ga ada peraturan ga boleh kerja sama ya?,@ihsanfattah6527,0,2024-06-30 04:18:05,di babak pertama tidak ada peraturan tidak boleh kerja sama ya,neutral
maxwell&lt;333,@rifqaaulia7570,1,2024-06-29 12:36:01,maxwell lt,negative
Mereka keren banget ikut deg-degan banget.  Ikut Seneng banget pas yang dari prodi manajemen lolos meskipun beda kampus tapi bangga banget. Hidup manajemen 🎉 dan kaget banget pas ada kampus dari Korsel kaisat woyy kaisat cuyy . Kenapa SNU tidak ada admin ruang guru?,@kimjulianti3916,0,2024-06-29 14:50:57,mereka keren banget ikut deg degan banget ikut seneng banget pas yang dari prodi manajemen lolos meskipun beda kampus tapi bangga banget hidup manajemen dan kaget banget pas ada kampus dari korsel kaisat woyy kaisat cuyy kenapa snu tidak ada admin ruang guru,positive
MASIH NUNGGU KAK XAVIERA PUTRI MUNCUL,@CodaShop-jo9sd,1,2024-06-30 04:40:06,masih nunggu kak xaviera putri muncul,neutral
"Baru nontonn, telat yaa.. 4 menit pertama terharu, huh dasar aku. yg kebayang orgtuanya bangga banget sama prestasinya mereka 🙂🙂🙂",@mustafrikhatulmaftukhah6384,1,2024-07-15 06:48:57,baru nontonn telat yaa menit pertama terharu huh dasar aku yang kebayang orgtuanya bangga banget sama prestasinya mereka,positive
