textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence
"Saya nonton sampai habis, meski sedikitpun saya tidak mengerti apa yang mereka ributkan. Ternyata begini ya kalau anak-anak pintar tawuran... Keren Ruang Guru!!",@fauzanmukrim,1,2024-07-06 06:45:29,saya nonton sampai habis meski sedikitpun saya tidak mengerti apa yang mereka ributkan ternyata begini ya kalau anak anak pintar tawuran keren ruang guru,neutral,neutral,1.0
SERU BGGTTTTT,@Sfnhannisa18,0,2024-06-30 06:28:47,seru bggtt,positive,positive,1.0
"Beuhh. . jd inget University War... Mreka yg d kejar waktu, ngejar poin... gw yg muter2 deg2an😅",@thasyaandinmelodyof7,0,2024-07-03 14:18:59,beuhh jd inget university war mreka yang d kejar waktu ngejar poin gw yang muter degan,negative,negative,1.0
produser,@PanjiAnggara-w3j,0,2024-11-25 12:32:58,produser,neutral,neutral,1.0
Lucu banget medoknya Maxwell 🤏😆,@RahmawatiIstianingRahayu,1,2024-06-29 18:05:24,lucu banget medoknya maxwell,positive,positive,1.0
kesini gara gara nonton maxwell core WKSKWKKSKS 😭😭,@carmeliarosa3583,0,2024-06-30 00:19:36,kesini gara gara nonton maxwell core wkskwkksks,positive,positive,1.0
Butuh eps khusus nihh buat bahas soalnya secara lengkap,@sitimaulidasyadiah,0,2024-06-30 04:39:26,butuh eps khusus nihh buat bahas soalnya secara lengkap,neutral,neutral,1.0
Segerrr liat orang2 pinter gini,@mifta_alkarim12,0,2024-07-08 06:41:42,segerr liat orang pinter gini,positive,positive,1.0
Yesaya belagu,@Korizen_ziiii,0,2024-10-25 15:05:14,yesaya belagu,negative,negative,1.0
Blm mulai aja liat ipk mereka diatas rata rata aja dah merinding njir😢,@athalifasatria2629,1,2024-06-30 03:20:10,belum mulai saja liat ipk mereka diatas rata rata saja dah merinding njir,negative,negative,1.0
"Demen bgt logat suroboyoan e Maxwell, wajahe chindo tp medhok pol hahaha<br>Tolong sering² diinterview wkwkwk",@nisaulfa1652,2,2024-07-06 12:11:13,demen banget logat suroboyoan e maxwell wajahe chindo tapi medhok pol hahahatolong sering² diinterview wkwkwk,positive,positive,1.0
hah? &quot;lebih gampang&quot;? gua aja liat soalnya langsung reflek hah,@sitiumayah9001,0,2024-07-06 19:17:27,hah quot lebih gampang quot gua saja liat soalnya langsung reflek hah,neutral,neutral,1.0
Nnnk😅in😅. Nnkj.    😅,@artini241,0,2024-07-21 18:59:30,nnk in nnkj,neutral,neutral,1.0
Apalah dayaku yg bodoh ngitung 😭,@SatinaTina-g9v,1,2024-07-01 11:22:53,apalah dayaku yang bodoh ngitung,negative,negative,1.0
Assalamu&#39;alaikum Warahmatullahi Wabarokatuh,@radytpratama4783,1,2024-06-29 23:48:45,assalamu alaikum warahmatullahi wabarokatuh,neutral,neutral,1.0
"SUMPAHH PADA PINTER PINTER BANGET, PADA MAKAN APAAN SIH??😭😭",@PutriMarsita,0,2024-06-30 01:49:22,sumpahh pada pinter pinter banget pada makan apaan sih,positive,positive,1.0
KERENNN BGT BGT BGT BGT BGTTTT,@jhelseaweed,0,2024-06-30 01:23:23,kerenn banget banget banget banget bgtt,positive,positive,1.0
"Gokilll, keren bgt adik2 ini!!",@lian6432,0,2024-06-30 08:10:00,gokill keren banget adik ini,positive,positive,1.0
Wowww,@musfirafebrianti,0,2024-06-30 04:43:06,woww,positive,positive,1.0
SUMPAHHH KEREN KEREN SEMUAA 😭😭 kalian makan nya apa sih ? 😭😭,@binbunny1205_,0,2024-06-30 01:41:02,sumpahh keren keren semuaa kalian makan nya apa sih,positive,positive,1.0
Tontonan yang luar biasa berkualitas,@musliany742,1,2024-06-29 15:01:51,tontonan yang luar biasa berkualitas,positive,positive,1.0
setelah saya menonton video ini kenapa mahasiswa kampus indonesia tidak ada yang juara..memang sehebat itu kampus diluar negeri sehingga hina bgt melanjutkan kampus di indonesia..coba raykat indonesia yang nonton ini juga..apakah ini settingan atau real..?,@hanggidhonesqi7934,0,2024-07-07 15:02:24,setelah saya menonton video ini kenapa mahasiswa kampus indonesia tidak ada yang juara memang sehebat itu kampus diluar negeri sehingga hina banget melanjutkan kampus di indonesia coba raykat indonesia yang nonton ini juga apakah ini settingan atau real,negative,negative,1.0
Alfie mirip banget sama selebgram korea yg nikah sama orang indo om kim siapa y lupa namanya 🤔,@Aninda2910,0,2024-07-01 14:37:49,alfie mirip banget sama selebgram korea yang nikah sama orang indo om kim siapa y lupa namanya,neutral,neutral,1.0
MERINDING TERUS SAMPAI AKHIR🔥,@diegosimatupang9536,0,2024-06-30 01:12:10,merinding terus sampai akhir,positive,positive,1.0
Ya Allah nonton ini sambil solawatan. Pinter pinter bgt demi allah,@nianoegraha7095,0,2024-07-11 10:14:40,ya allah nonton ini sambil solawatan pinter pinter banget demi allah,positive,positive,1.0
Lesgoooo,@Rapoii-kp4ce,0,2024-06-29 11:57:37,lesgoo,negative,negative,1.0
Maxwell maximal well,@pelantapipasti360,0,2024-06-30 04:06:06,maxwell maximal well,neutral,neutral,1.0
Sayang banget malah penjelasannya dipercepat,@deluluck,0,2024-06-30 06:19:36,sayang banget malah penjelasannya dipercepat,negative,negative,1.0
Orangorang kok sekeren itu yaa,@lilinchanell,0,2024-07-02 11:03:49,orangorang kok sekeren itu yaa,positive,positive,1.0
Mereka yg ngerjain soall ...aku yang deg deg an,@nfor_naura,0,2024-06-30 16:49:02,mereka yang ngerjain soall aku yang deg deg an,negative,negative,1.0
Admin..... Minta file soalnya dong yg ronde pertama.... Tk pakai buat pembelajaran anak murid saya<br>Makasiihh sebelumnya 🙏🙏🙏,@theloelchannel3609,0,2024-06-29 20:52:58,admin minta file soalnya dong yang ronde pertama tk pakai buat pembelajaran anak murid sayamakasiihh sebelumnya,neutral,neutral,1.0
SUMPAH KERENNN2 BANGETTTTT❤❤,@nini4882,1,2024-07-06 08:12:10,sumpah kerenn bangett,positive,positive,1.0
Pintar banget dari kaka gw.,@EvieHaryani-o6q,0,2024-08-08 15:17:19,pintar banget dari kaka gw,positive,positive,1.0
ayo perbanyak acara yang berkualitas gini,@trisnasari4891,0,2024-06-30 11:53:37,ayo perbanyak acara yang berkualitas gini,positive,positive,1.0
SUMPAH KERENN BANGETTTT WOYYY MOTIVASI BANGET🤩,@najwanaila8931,0,2024-06-30 03:33:34,sumpah kerenn bangett woyy motivasi banget,positive,positive,1.0
HANIFFFFF,@yumesuzuceia,0,2024-06-29 11:56:52,haniff,positive,positive,1.0
Admin masukannn<br>Jgn kebanyakan isi wawancaranya. Biar lebih greget liat merekanyaa wkt lg berprores,@SilaGeandri11,0,2024-06-29 13:40:39,admin masukannjgn kebanyakan isi wawancaranya biar lebih greget liat merekanyaa wkt lagi berprores,negative,negative,1.0
Respect buat yang sendirian ngewakilin kampusnya ✨,@Prem-i1z,1,2024-06-30 10:38:25,respect buat yang sendirian ngewakilin kampusnya,positive,positive,1.0
Kok lama bet ya gitu doang,@risk_6380,0,2024-06-30 10:18:13,kok lama bet ya gitu saja,negative,negative,1.0
Yg terakhir lycaa bilang takut dirujak netijen 😢 tolong ya netijen yg ke eliminasi jgn dirujak mereka itu jenius2 dibanding kita2 ketimbang nonton doang ama komen jadi gausa galak2 apalagi julid 😂 nikmatin aja,@Masakdenganairin,554,2024-06-30 08:57:23,yang terakhir lycaa bilang takut dirujak netijen tolong ya netijen yang ke eliminasi jgn dirujak mereka itu jenius dibanding kita ketimbang nonton saja ama komen jadi gausa galak apalagi julid nikmatin saja,negative,negative,1.0
"Duh,gw sekolah kayaaknya cmn saampai di depan pagar",@dini_9974,2,2024-06-30 01:30:44,duh gw sekolah kayaaknya cmn saampai di depan pagar,negative,negative,1.0
Jam berapa sih,@raehana010187,0,2024-06-29 10:43:05,jam berapa sih,neutral,neutral,1.0
"Tontonan yang berkualitas. Indo harus banyak tontonan game-game belajar gini. edukatif dan seru, bisa jadi motivasi anak&quot; buat belajar. Congrats acaranya Ruangguru",@lulukn.k54,0,2024-06-30 04:48:21,tontonan yang berkualitas indo harus banyak tontonan game game belajar gini edukatif dan seru bisa jadi motivasi anak quot buat belajar congrats acaranya ruangguru,positive,positive,1.0
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1585"">26:25</a> HOREEE KAK NAUFAL AKHIRNYAAA 😭🎉🎉🎉",@markhyuckkk,0,2024-06-30 01:46:13,a href horee kak naufal akhirnyaa,positive,positive,1.0
Bingung deh sama konsep grup nya??? Kok ada yg banyak bgt per univ ada juga yg individu.. seharusnya klo emg team pilih lah 4 org dari masing-masing universitas..,@nadilanoorsyahadah4406,1,2024-06-29 22:50:08,bingung deh sama konsep grup nya kok ada yang banyak banget per univ ada juga yang individu seharusnya kalau emg team pilih lah orang dari masing masing universitas,negative,negative,1.0
Keren bgt 🎉,@IdharSaharaNW,0,2024-07-12 01:06:59,keren banget,positive,positive,1.0
gokill,@putrrieeew,0,2024-07-06 04:39:21,gokill,positive,positive,1.0
Can we have English subs please 🥺,@igotpushed_,1,2024-12-05 04:32:57,can we have english subs please,neutral,neutral,1.0
Kegampangan🤣🤣🤣<br>Nunggu lolos g nya yg blg gampang tuh🤣🤣,@widodoaji7930,0,2024-09-16 14:14:01,kegampangan nunggu lolos g nya yang blg gampang tuh,negative,negative,1.0
nonton ini berasa jd org pinter😢,@SherinaShervina,0,2024-07-10 08:21:52,nonton ini berasa jd orang pinter,positive,positive,1.0
&quot;Takut di hujat netizen&quot;,@arrahmanalshidiq5067,2,2024-06-29 13:59:16,quot takut di hujat netizen quot,negative,negative,1.0
"yesaya pede bgt, jadi keliatan sombongnya",@ramadhanvidy4597,0,2024-06-29 14:19:45,yesaya pede bgt jadi keliatan sombongnya,negative,negative,1.0
Rewatch again....24 MARET 2025❤🎉,@Adhika.21,0,2025-03-24 06:35:30,rewatch again maret,neutral,neutral,1.0
Maxwell emang max well sih,@arinilhidayahbur2366,0,2024-06-29 17:14:39,maxwell emang max well sih,positive,positive,1.0
I want to download these videos with English subtitles ahhh...how it&#39;s possible???,@rizwanashaik2552,0,2024-08-02 17:07:07,i want to download these videos with english subtitles ahh how it s possible,neutral,neutral,1.0
Bismillah nular pinternya,@wafiqazizah4384,1,2024-07-02 13:09:50,bismillah nular pinternya,positive,positive,1.0
"adek-adek yg gak lolos, ini cuman lomba, pasti ada yg kalah jika ada yg menang.<br><br>kalian keren kok! tetep slaaaaayyyyyy...",@ayuwina5300,1,2024-06-30 13:35:58,adek adek yang tidak lolos ini cuman lomba pasti ada yang kalah jika ada yang menang kalian keren kok tetep slaayy,negative,negative,1.0
"Keren, Semoga Indonesia bisa perbanyak games cerdas cermat yang inovatif kedepannya.",@moneggs10,0,2024-07-10 15:56:42,keren semoga indonesia bisa perbanyak games cerdas cermat yang inovatif kedepannya,positive,positive,1.0
masyaAllah🥺 suka banget ada acara yg kayak gini,@temmykhairunissa4962,0,2024-06-30 06:23:33,masyaallah suka banget ada acara yang seperti gini,positive,positive,1.0
"Ronde pertama, itung dulu angka 1-9 ada berapa... Terus semua di kali, terus di tambah... Gitu gak sih",@Kara_Amel,0,2024-06-29 15:27:36,ronde pertama itung dulu angka ada berapa terus semua di kali terus di tambah gitu tidak sih,neutral,neutral,1.0
"Baru kelar nonton, ih seru juga ya ternyata konsepnya individual terus udah pada mental juara semua, kalo lolos disambut semua gak peduli lu darimana",@dj-lj2fk,28,2024-06-29 13:31:55,baru kelar nonton ih seru juga ya ternyata konsepnya individual terus sudah pada mental juara semua kalau lolos disambut semua tidak peduli lu darimana,positive,positive,1.0
"DUH PLS INDONESIA BANYAKIN ACARA KYK GINI KEK, BOSEN BERITA ISINYA GOSIP MULU",@dh1la,0,2024-06-29 13:54:51,duh pls indonesia banyakin acara seperti gini kek bosen berita isinya gosip mulu,negative,negative,1.0
yeyasa 😂,@andremrainz,0,2024-07-08 04:01:02,yeyasa,neutral,neutral,1.0
Ala ala university war korea yah .. <br>Kereeenn .. Lanjutkan acara yg begini begini nih 👍,@noviarizkiyoutube123,0,2024-06-30 07:13:17,ala ala university war korea yah kereenn lanjutkan acara yang begini begini nih,positive,positive,1.0
Lanjutan ny mana ini???g ada part 2?,@Arfzrki,0,2024-06-30 03:47:42,lanjutan ny mana ini g ada part,neutral,neutral,1.0
klo gua ikut kek ny gua bengong doang wkwkwkw,@urbbynaee,0,2024-07-03 15:11:01,kalau gua ikut kek ny gua bengong saja wkwkwkw,positive,positive,1.0
Nonton kaya gini tuh jiwa ambisnya menyalaaaaaa sayankkkk arghhhh hahaha pedahal gue ngerasa ga pinter si tapi kalo kaya gini tuh bener bener kaya gregetttt mau ikut juga😭🤣   Jujur terharu banget dan merinding si liat orang pinter tuhhhh semoga nanti anak gue rakasya kalo udh besar punya banyak prestasi kaya mereka juga❤❤❤,@noviyantiyhuhanida2172,0,2024-07-13 14:31:31,nonton kaya gini tuh jiwa ambisnya menyalaa sayankk arghh hahaha pedahal gue ngerasa tidak pinter si tapi kalau kaya gini tuh bener bener kaya gregett mau ikut juga jujur terharu banget dan merinding si liat orang pinter tuhh semoga nanti anak gue rakasya kalau sudah besar punya banyak prestasi kaya mereka juga,positive,positive,1.0
KEREN BANGETTT GILLSSSSSS😭😭🏆🏆🏆🏆,@elsyaanindya5047,0,2024-07-01 17:12:29,keren bangett gillss,positive,positive,1.0
LANJUTTT,@yeremiaprasetya7184,0,2024-06-30 03:23:39,lanjutt,neutral,neutral,1.0
keren banget,@saalisaa,0,2024-07-12 04:28:45,keren banget,positive,positive,1.0
Love bgt,@fauziani1727,0,2024-06-30 11:06:40,love banget,positive,positive,1.0
keren banget adik adik semua!!,@xixi521,0,2024-06-30 09:14:02,keren banget adik adik semua,positive,positive,1.0
Jd ini mah pertarungan individu ya bukan univ,@jungqun8772,0,2024-06-30 00:03:30,jd ini mah pertarungan individu ya bukan univ,neutral,neutral,1.0
KEREN BANGEETTTTT,@eldayanuar6141,0,2024-07-09 11:09:16,keren bangeett,positive,positive,1.0
"Sebenarnya soalnya biasa aja IPK gua aja 3,9 gak di undang wkwkwkwk",@AquAdes-fn7uu,0,2024-06-30 18:07:09,sebenarnya soalnya biasa saja ipk gua saja tidak di undang wkwkwkwk,negative,negative,1.0
Lycaa lucu banget pliss❤❤,@Keyvanaaaaa,0,2024-07-04 03:04:10,lycaa lucu banget pliss,positive,positive,1.0
Tayangan favorit! Sukses untuk seluruh mahasiswa.,@sitihodijah8685,0,2024-06-30 10:30:20,tayangan favorit sukses untuk seluruh mahasiswa,positive,positive,1.0
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=647"">10:47</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=916"">15:16</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1343"">22:23</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1626"">27:06</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2048"">34:08</a><br><a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2268"">37:48</a>",@kitty_cathy,0,2024-07-12 13:22:55,a href href href href href href,neutral,neutral,1.0
JAGOANKU MAXWELL AND SHAKIRAAA 🥳🥳🥳🥳🥳🥳🥳🥳🥳,@namusic6614,0,2024-06-29 14:35:52,jagoanku maxwell and shakiraa,positive,positive,1.0
keren sie kalian semua,@noviavrina7213,0,2024-06-30 03:04:58,keren sie kalian semua,positive,positive,1.0
Content seperti ini seharusnya! . semangat untuk ruang guru.,@m.y.saepulloh4264,0,2024-06-30 10:26:02,content seperti ini seharusnya semangat untuk ruang guru,positive,positive,1.0
Semangat kak ibnu❤,@ainunjahariah3129,0,2024-07-05 14:10:46,semangat kak ibnu,positive,positive,1.0
mantap🔥🔥🔥🔥🔥,@zfosix,0,2024-06-29 14:28:09,mantap,positive,positive,1.0
"Z berharap semoga pemenang dari universitas war korea yaitu SNU university ada hyunbin, dohyun, hyunseok, n hyunmin bisa hadir di university war indonesia pasti lebih keren acarax klw mereka yg diundang.",@reskifatmala2555,0,2024-06-30 08:54:57,z berharap semoga pemenang dari universitas war korea yaitu snu university ada hyunbin dohyun hyunseok n hyunmin bisa hadir di university war indonesia pasti lebih keren acarax kalau mereka yang diundang,positive,positive,1.0
Ada berapa universitas kaka,@RahmaYuni-pk3in,0,2024-07-13 07:38:57,ada berapa universitas kaka,neutral,neutral,1.0
Ditunggu nih ui kapan kkn di papua wkwk,@royanalfarizi6878,0,2024-07-30 15:53:04,ditunggu nih ui kapan kkn di papua wkwk,neutral,neutral,1.0
Bisa gak yg mereka bahas cara gimana menyelesaikan tesnya?,@Man1KonaweOfficial,0,2024-06-30 02:35:57,bisa tidak yang mereka bahas cara bagaimana menyelesaikan tesnya,neutral,neutral,1.0
Serius acara kek gini ga trending?,@nandapuspitaningsih6004,0,2024-06-30 00:43:16,serius acara kek gini tidak trending,negative,negative,1.0
Sumpah nangis gua liat orang dari prodi dan PTN impian gua ikut Clash of the Champion😭,@warrs8611,2,2024-06-29 14:01:39,sumpah nangis gua liat orang dari prodi dan ptn impian gua ikut clash of the champion,positive,positive,1.0
BUSET PECAH KERENNNNN PARAH,@kafilahmad4963,1,2024-07-02 15:20:39,buset pecah kerenn parah,negative,negative,1.0
"Akhirnya tayang juga, gabakal gue skip2 min iklannya",@fransiscoopranium,0,2024-06-29 14:47:41,akhirnya tayang juga gabakal gue skip min iklannya,positive,positive,1.0
Ini acara yang terinspirasi dari university war bukan sih? Kece coyyy,@aqshalrizal8711,0,2024-07-01 22:09:38,ini acara yang terinspirasi dari university war bukan sih kece coyy,neutral,neutral,1.0
adain ditv makin seruu ini woi,@tegarvivo863,1,2024-06-30 08:52:27,adain ditv makin seruu ini woi,positive,positive,1.0
"Mau nangis terharu liat anak2 pintar indonesia, terimakasih ruang guru sudah mengadakan acara yang sangat mendidik seperti ini, walaupun dulu aku tidak sepintar mereka tapi aku terharu dan bangga 🥹😭🫶🏻",@nurulchintyadeswita47,1,2024-07-14 13:25:58,mau nangis terharu liat anak pintar indonesia terimakasih ruang guru sudah mengadakan acara yang sangat mendidik seperti ini walaupun dulu aku tidak sepintar mereka tapi aku terharu dan bangga,positive,positive,1.0
ranking 1 versi elit,@ebycute4130,0,2024-07-01 04:28:38,ranking versi elit,negative,negative,1.0
Seruuu ya liat orang orang pinterrr 😂,@madewidnyana6623,0,2024-07-05 13:43:20,seruu ya liat orang orang pinterr,positive,positive,1.0
maxwell LUCUUUU BGT PLS WKWKWKW siapa sangka sangat medok bliao ini yh,@anissszzz,0,2024-07-01 06:13:13,maxwell lucuu banget pls wkwkwkw siapa sangka sangat medok bliao ini yh,negative,negative,1.0
Kenapa ga dari dulu ya ada konsep game show begini di Indonesia. Seru parah 🔥,@irfanbinrusdi,1,2024-06-29 18:47:52,kenapa tidak dari dulu ya ada konsep game show begini di indonesia seru parah,positive,positive,1.0
"HUHU AKU IRII😭😭<br>GIMANA YA BISA SEPINTAR MEREKAAA, AAA MAU JUGA JADI MABA UGM TAHUN INI😢",@Tulus95,0,2024-06-30 12:15:31,huhu aku irii gimana ya bisa sepintar merekaa aa mau juga jadi maba ugm tahun ini,neutral,neutral,1.0
Tontonan yang sangat keren di musim liburan ini.... <br><br>Tolong perbanyak acara seperti ini,@imv6332,1,2024-06-30 16:00:17,tontonan yang sangat keren di musim liburan ini tolong perbanyak acara seperti ini,positive,positive,1.0
"Kita yang nonton adja ikutan nangis liat adek-adek yang gak lolos babak berikutnya.....Semangat, anda belum beruntung adja, kalian semua adalah orang-orang hebat dan gak perlu merasa malu....Terima kasih ruang guru, saya selaku pendidik akhirnya memperoleh IDE untuk pembelajaran kepada Peserta Didik disekolah dengan adanya acara seperti ini....👍",@cahyaalim2460,216,2024-07-02 08:28:16,kita yang nonton adja ikutan nangis liat adek adek yang tidak lolos babak berikutnya semangat anda belum beruntung adja kalian semua adalah orang orang hebat dan tidak perlu merasa malu terima kasih ruang guru saya selaku pendidik akhirnya memperoleh ide untuk pembelajaran kepada peserta didik disekolah dengan adanya acara seperti ini,positive,positive,1.0
