textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence,sentiment_bert,confidence_bert,sentiment_final
"Untuk aku yang suka banget tantangan dan kompetisi, ini sih akan jd tontonan rutin wkwk🎉😂❤",@rosadi2077,0,2024-06-29 13:04:50,untuk aku yang suka banget tantangan dan kompetisi ini sih akan jd tontonan rutin wkwk,positive,positive,1.0,positive,0.9875,positive
"Yayaaa dari psikologii heuu, angkaa bukan makanan u sehari2. Mentok2 matkul psikometri, kuantitatif gitu2 doang kan 😢 tp u keren bangetttss❤❤❤",@iitwakhidah2701,0,2024-07-02 16:09:14,yayaa dari psikologii heuu angkaa bukan makanan u sehari mentok matkul psikometri kuantitatif gitu saja kan tapi u keren bangettss,positive,positive,1.0,positive,0.9939,positive
"Mirip acara yg dikorea gk sih,, yg kemaren sempat viral. Kampus SNU ngalahin mahasiswa/i dari harvard",@junizarmendra8362,0,2024-07-01 07:02:46,mirip acara yang dikorea tidak sih yang kemaren sempat viral kampus snu ngalahin mahasiswa i dari harvard,neutral,neutral,1.0,neutral,0.9839,neutral
masya Allah keren bangettttttt❤❤ sepanjang nonton merinding abiss❤,@nofimustikasari5543,0,2024-06-30 01:41:59,masya allah keren bangett sepanjang nonton merinding abiss,positive,positive,1.0,positive,0.9954,positive
university war korea versi Indo nihh.. 👍,@Kml123-n4d,0,2024-06-30 02:25:37,university war korea versi indo nihh,neutral,neutral,1.0,positive,0.9855,positive
Tim yg gk ada tim,@RusLi-v1d,0,2024-09-05 00:16:49,tim yang tidak ada tim,negative,negative,1.0,negative,0.6972,negative
Intronya serasa nonton donghua❤,@Bjjgvnk,2,2024-07-03 05:37:42,intronya serasa nonton donghua,neutral,neutral,1.0,positive,0.8987,positive
GILAAAAKKKK,@davinImanuel,0,2024-06-29 16:20:09,gilaakk,positive,positive,1.0,positive,0.9918,positive
Ku baru sadar kalau yg di Korea itu  lebih ke challenge strategi njir univ nya beneran bagus,@lunalacandele7533,2,2024-07-01 14:09:53,ku baru sadar kalau yang di korea itu lebih ke challenge strategi njir univ nya beneran bagus,positive,positive,1.0,positive,0.8401,positive
Yang nonton ikutan pusing gak sih ? apa aku doang nih padahal gak ikut mikir 😂,@riskaapriani7864,0,2024-06-30 03:51:59,yang nonton ikutan pusing tidak sih apa aku saja nih padahal tidak ikut mikir,negative,negative,1.0,negative,0.9701,negative
Maxwell km lucu 😂😂,@PUTRIFARIHATUZZAIDA,0,2024-07-01 23:56:22,maxwell km lucu,positive,positive,1.0,positive,0.979,positive
UPI teu aya?,@akbarrizkiramadhan3810,0,2024-06-29 14:41:01,upi teu aya,negative,negative,1.0,negative,0.9646,negative
Sangat memotivasi saya,@Isa-mm5xr,0,2024-06-30 01:40:35,sangat memotivasi saya,positive,positive,1.0,positive,0.9947,positive
"Ko bisa bisanya pas mereka kasi tau cara penyelesaian malah di percepat sama editornya, acara cerdas cermat tapi editor nya agak agak😴😴",@FriskaDayanti,0,2024-07-06 09:57:57,ko bisa bisanya pas mereka kasi tau cara penyelesaian malah di percepat sama editornya acara cerdas cermat tapi editor nya agak agak,negative,negative,1.0,negative,0.9561,negative
Anak uin satu2nya wow,@saipullohlubis8612,0,2024-07-08 11:51:54,anak uin satunya wow,positive,positive,1.0,positive,0.9942,positive
"Saya nonton sampai habis, meski sedikitpun saya tidak mengerti apa yang mereka ributkan. Ternyata begini ya kalau anak-anak pintar tawuran... Keren Ruang Guru!!",@fauzanmukrim,1,2024-07-06 06:45:29,saya nonton sampai habis meski sedikitpun saya tidak mengerti apa yang mereka ributkan ternyata begini ya kalau anak anak pintar tawuran keren ruang guru,neutral,neutral,1.0,neutral,0.9682,neutral
SERU BGGTTTTT,@Sfnhannisa18,0,2024-06-30 06:28:47,seru bggtt,positive,positive,1.0,positive,0.9952,positive
"Beuhh. . jd inget University War... Mreka yg d kejar waktu, ngejar poin... gw yg muter2 deg2an😅",@thasyaandinmelodyof7,0,2024-07-03 14:18:59,beuhh jd inget university war mreka yang d kejar waktu ngejar poin gw yang muter degan,negative,negative,1.0,negative,0.9642,negative
produser,@PanjiAnggara-w3j,0,2024-11-25 12:32:58,produser,neutral,neutral,1.0,neutral,0.9367,neutral
Lucu banget medoknya Maxwell 🤏😆,@RahmawatiIstianingRahayu,1,2024-06-29 18:05:24,lucu banget medoknya maxwell,positive,positive,1.0,positive,0.9791,positive
kesini gara gara nonton maxwell core WKSKWKKSKS 😭😭,@carmeliarosa3583,0,2024-06-30 00:19:36,kesini gara gara nonton maxwell core wkskwkksks,positive,positive,1.0,positive,0.9806,positive
Butuh eps khusus nihh buat bahas soalnya secara lengkap,@sitimaulidasyadiah,0,2024-06-30 04:39:26,butuh eps khusus nihh buat bahas soalnya secara lengkap,neutral,neutral,1.0,neutral,0.9861,neutral
Segerrr liat orang2 pinter gini,@mifta_alkarim12,0,2024-07-08 06:41:42,segerr liat orang pinter gini,positive,positive,1.0,positive,0.9849,positive
Yesaya belagu,@Korizen_ziiii,0,2024-10-25 15:05:14,yesaya belagu,negative,negative,1.0,negative,0.9759,negative
Blm mulai aja liat ipk mereka diatas rata rata aja dah merinding njir😢,@athalifasatria2629,1,2024-06-30 03:20:10,belum mulai saja liat ipk mereka diatas rata rata saja dah merinding njir,negative,negative,1.0,positive,0.9547,positive
"Demen bgt logat suroboyoan e Maxwell, wajahe chindo tp medhok pol hahaha<br>Tolong sering² diinterview wkwkwk",@nisaulfa1652,2,2024-07-06 12:11:13,demen banget logat suroboyoan e maxwell wajahe chindo tapi medhok pol hahahatolong sering² diinterview wkwkwk,positive,positive,1.0,positive,0.9452,positive
hah? &quot;lebih gampang&quot;? gua aja liat soalnya langsung reflek hah,@sitiumayah9001,0,2024-07-06 19:17:27,hah quot lebih gampang quot gua saja liat soalnya langsung reflek hah,neutral,neutral,1.0,neutral,0.9555,neutral
Nnnk😅in😅. Nnkj.    😅,@artini241,0,2024-07-21 18:59:30,nnk in nnkj,neutral,neutral,1.0,neutral,0.9667,neutral
Apalah dayaku yg bodoh ngitung 😭,@SatinaTina-g9v,1,2024-07-01 11:22:53,apalah dayaku yang bodoh ngitung,negative,negative,1.0,negative,0.9516,negative
Assalamu&#39;alaikum Warahmatullahi Wabarokatuh,@radytpratama4783,1,2024-06-29 23:48:45,assalamu alaikum warahmatullahi wabarokatuh,neutral,neutral,1.0,neutral,0.9499,neutral
"SUMPAHH PADA PINTER PINTER BANGET, PADA MAKAN APAAN SIH??😭😭",@PutriMarsita,0,2024-06-30 01:49:22,sumpahh pada pinter pinter banget pada makan apaan sih,positive,positive,1.0,negative,0.7221,negative
KERENNN BGT BGT BGT BGT BGTTTT,@jhelseaweed,0,2024-06-30 01:23:23,kerenn banget banget banget banget bgtt,positive,positive,1.0,positive,0.9954,positive
"Gokilll, keren bgt adik2 ini!!",@lian6432,0,2024-06-30 08:10:00,gokill keren banget adik ini,positive,positive,1.0,positive,0.9946,positive
Wowww,@musfirafebrianti,0,2024-06-30 04:43:06,woww,positive,positive,1.0,positive,0.9948,positive
SUMPAHHH KEREN KEREN SEMUAA 😭😭 kalian makan nya apa sih ? 😭😭,@binbunny1205_,0,2024-06-30 01:41:02,sumpahh keren keren semuaa kalian makan nya apa sih,positive,positive,1.0,positive,0.9928,positive
Tontonan yang luar biasa berkualitas,@musliany742,1,2024-06-29 15:01:51,tontonan yang luar biasa berkualitas,positive,positive,1.0,positive,0.9947,positive
setelah saya menonton video ini kenapa mahasiswa kampus indonesia tidak ada yang juara..memang sehebat itu kampus diluar negeri sehingga hina bgt melanjutkan kampus di indonesia..coba raykat indonesia yang nonton ini juga..apakah ini settingan atau real..?,@hanggidhonesqi7934,0,2024-07-07 15:02:24,setelah saya menonton video ini kenapa mahasiswa kampus indonesia tidak ada yang juara memang sehebat itu kampus diluar negeri sehingga hina banget melanjutkan kampus di indonesia coba raykat indonesia yang nonton ini juga apakah ini settingan atau real,negative,negative,1.0,negative,0.7927,negative
Alfie mirip banget sama selebgram korea yg nikah sama orang indo om kim siapa y lupa namanya 🤔,@Aninda2910,0,2024-07-01 14:37:49,alfie mirip banget sama selebgram korea yang nikah sama orang indo om kim siapa y lupa namanya,neutral,neutral,1.0,neutral,0.98,neutral
MERINDING TERUS SAMPAI AKHIR🔥,@diegosimatupang9536,0,2024-06-30 01:12:10,merinding terus sampai akhir,positive,positive,1.0,positive,0.9939,positive
Ya Allah nonton ini sambil solawatan. Pinter pinter bgt demi allah,@nianoegraha7095,0,2024-07-11 10:14:40,ya allah nonton ini sambil solawatan pinter pinter banget demi allah,positive,positive,1.0,positive,0.986,positive
Lesgoooo,@Rapoii-kp4ce,0,2024-06-29 11:57:37,lesgoo,negative,negative,1.0,negative,0.5247,negative
Maxwell maximal well,@pelantapipasti360,0,2024-06-30 04:06:06,maxwell maximal well,neutral,neutral,1.0,neutral,0.8973,neutral
Sayang banget malah penjelasannya dipercepat,@deluluck,0,2024-06-30 06:19:36,sayang banget malah penjelasannya dipercepat,negative,negative,1.0,negative,0.9246,negative
Orangorang kok sekeren itu yaa,@lilinchanell,0,2024-07-02 11:03:49,orangorang kok sekeren itu yaa,positive,positive,1.0,negative,0.8022,negative
Mereka yg ngerjain soall ...aku yang deg deg an,@nfor_naura,0,2024-06-30 16:49:02,mereka yang ngerjain soall aku yang deg deg an,negative,negative,1.0,negative,0.9748,negative
Admin..... Minta file soalnya dong yg ronde pertama.... Tk pakai buat pembelajaran anak murid saya<br>Makasiihh sebelumnya 🙏🙏🙏,@theloelchannel3609,0,2024-06-29 20:52:58,admin minta file soalnya dong yang ronde pertama tk pakai buat pembelajaran anak murid sayamakasiihh sebelumnya,neutral,neutral,1.0,neutral,0.9842,neutral
SUMPAH KERENNN2 BANGETTTTT❤❤,@nini4882,1,2024-07-06 08:12:10,sumpah kerenn bangett,positive,positive,1.0,positive,0.9954,positive
Pintar banget dari kaka gw.,@EvieHaryani-o6q,0,2024-08-08 15:17:19,pintar banget dari kaka gw,positive,positive,1.0,positive,0.9915,positive
ayo perbanyak acara yang berkualitas gini,@trisnasari4891,0,2024-06-30 11:53:37,ayo perbanyak acara yang berkualitas gini,positive,positive,1.0,positive,0.9897,positive
SUMPAH KERENN BANGETTTT WOYYY MOTIVASI BANGET🤩,@najwanaila8931,0,2024-06-30 03:33:34,sumpah kerenn bangett woyy motivasi banget,positive,positive,1.0,positive,0.9955,positive
HANIFFFFF,@yumesuzuceia,0,2024-06-29 11:56:52,haniff,positive,positive,1.0,neutral,0.7847,neutral
Admin masukannn<br>Jgn kebanyakan isi wawancaranya. Biar lebih greget liat merekanyaa wkt lg berprores,@SilaGeandri11,0,2024-06-29 13:40:39,admin masukannjgn kebanyakan isi wawancaranya biar lebih greget liat merekanyaa wkt lagi berprores,negative,negative,1.0,negative,0.9562,negative
Respect buat yang sendirian ngewakilin kampusnya ✨,@Prem-i1z,1,2024-06-30 10:38:25,respect buat yang sendirian ngewakilin kampusnya,positive,positive,1.0,positive,0.9863,positive
Kok lama bet ya gitu doang,@risk_6380,0,2024-06-30 10:18:13,kok lama bet ya gitu saja,negative,negative,1.0,negative,0.9732,negative
Yg terakhir lycaa bilang takut dirujak netijen 😢 tolong ya netijen yg ke eliminasi jgn dirujak mereka itu jenius2 dibanding kita2 ketimbang nonton doang ama komen jadi gausa galak2 apalagi julid 😂 nikmatin aja,@Masakdenganairin,554,2024-06-30 08:57:23,yang terakhir lycaa bilang takut dirujak netijen tolong ya netijen yang ke eliminasi jgn dirujak mereka itu jenius dibanding kita ketimbang nonton saja ama komen jadi gausa galak apalagi julid nikmatin saja,negative,negative,1.0,negative,0.6529,negative
"Duh,gw sekolah kayaaknya cmn saampai di depan pagar",@dini_9974,2,2024-06-30 01:30:44,duh gw sekolah kayaaknya cmn saampai di depan pagar,negative,negative,1.0,negative,0.9318,negative
Jam berapa sih,@raehana010187,0,2024-06-29 10:43:05,jam berapa sih,neutral,neutral,1.0,neutral,0.9904,neutral
"Tontonan yang berkualitas. Indo harus banyak tontonan game-game belajar gini. edukatif dan seru, bisa jadi motivasi anak&quot; buat belajar. Congrats acaranya Ruangguru",@lulukn.k54,0,2024-06-30 04:48:21,tontonan yang berkualitas indo harus banyak tontonan game game belajar gini edukatif dan seru bisa jadi motivasi anak quot buat belajar congrats acaranya ruangguru,positive,positive,1.0,positive,0.9927,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1585"">26:25</a> HOREEE KAK NAUFAL AKHIRNYAAA 😭🎉🎉🎉",@markhyuckkk,0,2024-06-30 01:46:13,a href horee kak naufal akhirnyaa,positive,positive,1.0,positive,0.9776,positive
Bingung deh sama konsep grup nya??? Kok ada yg banyak bgt per univ ada juga yg individu.. seharusnya klo emg team pilih lah 4 org dari masing-masing universitas..,@nadilanoorsyahadah4406,1,2024-06-29 22:50:08,bingung deh sama konsep grup nya kok ada yang banyak banget per univ ada juga yang individu seharusnya kalau emg team pilih lah orang dari masing masing universitas,negative,negative,1.0,negative,0.8262,negative
Keren bgt 🎉,@IdharSaharaNW,0,2024-07-12 01:06:59,keren banget,positive,positive,1.0,positive,0.9956,positive
gokill,@putrrieeew,0,2024-07-06 04:39:21,gokill,positive,positive,1.0,positive,0.9939,positive
Can we have English subs please 🥺,@igotpushed_,1,2024-12-05 04:32:57,can we have english subs please,neutral,neutral,1.0,neutral,0.8896,neutral
Kegampangan🤣🤣🤣<br>Nunggu lolos g nya yg blg gampang tuh🤣🤣,@widodoaji7930,0,2024-09-16 14:14:01,kegampangan nunggu lolos g nya yang blg gampang tuh,negative,negative,1.0,negative,0.9646,negative
nonton ini berasa jd org pinter😢,@SherinaShervina,0,2024-07-10 08:21:52,nonton ini berasa jd orang pinter,positive,positive,1.0,positive,0.9047,positive
&quot;Takut di hujat netizen&quot;,@arrahmanalshidiq5067,2,2024-06-29 13:59:16,quot takut di hujat netizen quot,negative,negative,1.0,negative,0.9684,negative
"yesaya pede bgt, jadi keliatan sombongnya",@ramadhanvidy4597,0,2024-06-29 14:19:45,yesaya pede bgt jadi keliatan sombongnya,negative,negative,1.0,negative,0.7808,negative
Rewatch again....24 MARET 2025❤🎉,@Adhika.21,0,2025-03-24 06:35:30,rewatch again maret,neutral,neutral,1.0,neutral,0.942,neutral
Maxwell emang max well sih,@arinilhidayahbur2366,0,2024-06-29 17:14:39,maxwell emang max well sih,positive,positive,1.0,positive,0.8523,positive
I want to download these videos with English subtitles ahhh...how it&#39;s possible???,@rizwanashaik2552,0,2024-08-02 17:07:07,i want to download these videos with english subtitles ahh how it s possible,neutral,neutral,1.0,neutral,0.8865,neutral
Bismillah nular pinternya,@wafiqazizah4384,1,2024-07-02 13:09:50,bismillah nular pinternya,positive,positive,1.0,negative,0.9088,negative
"adek-adek yg gak lolos, ini cuman lomba, pasti ada yg kalah jika ada yg menang.<br><br>kalian keren kok! tetep slaaaaayyyyyy...",@ayuwina5300,1,2024-06-30 13:35:58,adek adek yang tidak lolos ini cuman lomba pasti ada yang kalah jika ada yang menang kalian keren kok tetep slaayy,negative,negative,1.0,positive,0.995,positive
"Keren, Semoga Indonesia bisa perbanyak games cerdas cermat yang inovatif kedepannya.",@moneggs10,0,2024-07-10 15:56:42,keren semoga indonesia bisa perbanyak games cerdas cermat yang inovatif kedepannya,positive,positive,1.0,positive,0.9952,positive
masyaAllah🥺 suka banget ada acara yg kayak gini,@temmykhairunissa4962,0,2024-06-30 06:23:33,masyaallah suka banget ada acara yang seperti gini,positive,positive,1.0,positive,0.9948,positive
"Ronde pertama, itung dulu angka 1-9 ada berapa... Terus semua di kali, terus di tambah... Gitu gak sih",@Kara_Amel,0,2024-06-29 15:27:36,ronde pertama itung dulu angka ada berapa terus semua di kali terus di tambah gitu tidak sih,neutral,neutral,1.0,neutral,0.9828,neutral
"Baru kelar nonton, ih seru juga ya ternyata konsepnya individual terus udah pada mental juara semua, kalo lolos disambut semua gak peduli lu darimana",@dj-lj2fk,28,2024-06-29 13:31:55,baru kelar nonton ih seru juga ya ternyata konsepnya individual terus sudah pada mental juara semua kalau lolos disambut semua tidak peduli lu darimana,positive,positive,1.0,positive,0.9925,positive
"DUH PLS INDONESIA BANYAKIN ACARA KYK GINI KEK, BOSEN BERITA ISINYA GOSIP MULU",@dh1la,0,2024-06-29 13:54:51,duh pls indonesia banyakin acara seperti gini kek bosen berita isinya gosip mulu,negative,negative,1.0,negative,0.9748,negative
yeyasa 😂,@andremrainz,0,2024-07-08 04:01:02,yeyasa,neutral,neutral,1.0,neutral,0.9497,neutral
Ala ala university war korea yah .. <br>Kereeenn .. Lanjutkan acara yg begini begini nih 👍,@noviarizkiyoutube123,0,2024-06-30 07:13:17,ala ala university war korea yah kereenn lanjutkan acara yang begini begini nih,positive,positive,1.0,positive,0.993,positive
Lanjutan ny mana ini???g ada part 2?,@Arfzrki,0,2024-06-30 03:47:42,lanjutan ny mana ini g ada part,neutral,neutral,1.0,neutral,0.986,neutral
klo gua ikut kek ny gua bengong doang wkwkwkw,@urbbynaee,0,2024-07-03 15:11:01,kalau gua ikut kek ny gua bengong saja wkwkwkw,positive,positive,1.0,positive,0.9369,positive
Nonton kaya gini tuh jiwa ambisnya menyalaaaaaa sayankkkk arghhhh hahaha pedahal gue ngerasa ga pinter si tapi kalo kaya gini tuh bener bener kaya gregetttt mau ikut juga😭🤣   Jujur terharu banget dan merinding si liat orang pinter tuhhhh semoga nanti anak gue rakasya kalo udh besar punya banyak prestasi kaya mereka juga❤❤❤,@noviyantiyhuhanida2172,0,2024-07-13 14:31:31,nonton kaya gini tuh jiwa ambisnya menyalaa sayankk arghh hahaha pedahal gue ngerasa tidak pinter si tapi kalau kaya gini tuh bener bener kaya gregett mau ikut juga jujur terharu banget dan merinding si liat orang pinter tuhh semoga nanti anak gue rakasya kalau sudah besar punya banyak prestasi kaya mereka juga,positive,positive,1.0,positive,0.9874,positive
KEREN BANGETTT GILLSSSSSS😭😭🏆🏆🏆🏆,@elsyaanindya5047,0,2024-07-01 17:12:29,keren bangett gillss,positive,positive,1.0,positive,0.9955,positive
LANJUTTT,@yeremiaprasetya7184,0,2024-06-30 03:23:39,lanjutt,neutral,neutral,1.0,neutral,0.9597,neutral
keren banget,@saalisaa,0,2024-07-12 04:28:45,keren banget,positive,positive,1.0,positive,0.9956,positive
Love bgt,@fauziani1727,0,2024-06-30 11:06:40,love banget,positive,positive,1.0,positive,0.9954,positive
keren banget adik adik semua!!,@xixi521,0,2024-06-30 09:14:02,keren banget adik adik semua,positive,positive,1.0,positive,0.9955,positive
Jd ini mah pertarungan individu ya bukan univ,@jungqun8772,0,2024-06-30 00:03:30,jd ini mah pertarungan individu ya bukan univ,neutral,neutral,1.0,neutral,0.9094,neutral
KEREN BANGEETTTTT,@eldayanuar6141,0,2024-07-09 11:09:16,keren bangeett,positive,positive,1.0,positive,0.9955,positive
"Sebenarnya soalnya biasa aja IPK gua aja 3,9 gak di undang wkwkwkwk",@AquAdes-fn7uu,0,2024-06-30 18:07:09,sebenarnya soalnya biasa saja ipk gua saja tidak di undang wkwkwkwk,negative,negative,1.0,negative,0.631,negative
